text_idx,readability_score,gold_score
0,5.526227610435278,5.526227610435278
1,5.291059316005369,5.291059316005369
2,5.44259996768579,5.44259996768579
3,2.9314403781024128,2.9314403781024128
4,5.682947081136978,5.682947081136978
5,4.0632314352927335,4.0632314352927335
6,6.037750557794129,6.037750557794129
7,6.755975706568681,6.755975706568681
8,7.057897538377368,7.057897538377368
9,10.002884736092204,10.002884736092204
10,3.68162319890646,3.68162319890646
11,7.905855369034444,7.905855369034444
12,6.158849072723764,6.158849072723764
13,3.851756376174761,3.851756376174761
14,2.7355418778445104,2.7355418778445104
15,4.589268402833105,4.589268402833105
16,1.2411463212949942,1.2411463212949942
17,11.743965989771478,11.743965989771478
18,6.955014696064735,6.955014696064735
19,9.897033340800927,9.897033340800927
20,5.673001509546502,5.673001509546502
21,6.4197250588053,6.4197250588053
22,9.67086737317536,9.67086737317536
23,4.882285779315678,4.882285779315678
24,5.772972805251635,5.772972805251635
25,2.7408782930977234,2.7408782930977234
26,9.088826980561102,9.088826980561102
27,4.771088352492688,4.771088352492688
28,4.072082231022234,4.072082231022234
29,5.151555652815736,5.151555652815736
30,4.974112700292737,4.974112700292737
31,3.229879294268988,3.229879294268988
32,9.46102322979814,9.46102322979814
33,5.557575885180865,5.557575885180865
34,9.317928796512325,9.317928796512325
35,8.408267949392233,8.408267949392233
36,2.9853567271790005,2.9853567271790005
37,5.087673877375368,5.087673877375368
38,9.415310104667164,9.415310104667164
39,5.152266250304886,5.152266250304886
40,6.50089641708599,6.50089641708599
41,9.44742050907287,9.44742050907287
42,2.082720962389982,2.082720962389982
43,10.497518228167205,10.497518228167205
44,7.764664479675275,7.764664479675275
45,4.749421895202951,4.749421895202951
46,7.273556350508391,7.273556350508391
47,6.822569503379228,6.822569503379228
48,8.53889114149425,8.53889114149425
49,6.710475784920284,6.710475784920284
50,5.497404732824426,5.497404732824426
51,6.1594711199111245,6.1594711199111245
52,6.2819033554720605,6.2819033554720605
53,7.394746265288977,7.394746265288977
54,3.0809932177519515,3.0809932177519515
55,4.411182519377293,4.411182519377293
56,7.744447838469168,7.744447838469168
57,10.650247406127628,10.650247406127628
58,6.601444407156912,6.601444407156912
59,9.604656255810914,9.604656255810914
60,2.2674614775779096,2.2674614775779096
61,7.731387654076845,7.731387654076845
62,4.9555952092853435,4.9555952092853435
63,8.378902588289112,8.378902588289112
64,6.398419809630428,6.398419809630428
65,8.722323402531028,8.722323402531028
66,7.966106259351993,7.966106259351993
67,6.315047387633909,6.315047387633909
68,8.61602138181317,8.61602138181317
69,8.072687878780908,8.072687878780908
70,4.021939573817214,4.021939573817214
71,6.104080089236635,6.104080089236635
72,4.133546573463036,4.133546573463036
73,1.5204170167189437,1.5204170167189437
74,7.963910818231211,7.963910818231211
75,11.475694613187539,11.475694613187539
76,6.544780353005706,6.544780353005706
77,8.992791223949391,8.992791223949391
78,5.135869670635761,5.135869670635761
79,5.705003020502358,5.705003020502358
80,6.559715083797999,6.559715083797999
81,4.1389055710822165,4.1389055710822165
